task_id,task_type,execution_site,soc_before,dispatch_time,task_size_bytes,compute_demand,deadline_ms,network_up_ms,network_down_ms,compute_time_ms,queue_wait_ms,latency_ms,energy_wh_delta,soc_after,finish_time,missed_deadline
1,NAV,local,80.0,0.0,559042,585505.4696045966,1394,0.0,0.0,585.5054696045966,0.0,585.5054696045966,0.00040660102055874766,79.99959339897944,1.1710109392091932,False
2,GENERIC,edge,79.99959339897944,0.5855054696045966,53425,229211.8591948097,1331,24.274,20.08192,45.84237183896193,0.0,90.19829183896192,7.625546666666667e-06,79.99958577343277,0.7659020532825204,False
3,GENERIC,local,79.99958577343277,0.6757037614435585,1043807,3508711.4474422205,1936,0.0,0.0,3508.711447442221,0.0,3508.711447442221,0.0024366051718348754,79.99714916826093,7.693126656328,True
4,GENERIC,edge,79.99714916826093,4.184415208885779,535778,1430055.7446036483,148,62.86224,20.42856,286.0111489207296,0.0,369.3019489207296,1.6239226666666666e-05,79.99713292903427,4.923019106727239,True
5,GENERIC,local,79.99713292903427,4.553717157806509,1552338,1562424.7499794308,508,0.0,0.0,1562.4247499794305,0.0,1562.4247499794305,0.001085017187485716,79.99604791184677,7.67856665776537,True
6,GENERIC,edge,79.99604791184677,6.11614190778594,1135100,5822175.271412677,2409,110.808,20.908079999999998,1164.4350542825355,4.440892098500626e-13,1296.1511342825358,2.694712e-05,79.99602096472677,8.70844417635101,False
7,GENERIC,edge,79.99602096472677,7.412293042068475,71105,1471989.7603320223,905,25.6884,20.08192,294.39795206640446,0.0,340.1682720664045,7.939857777777779e-06,79.99601302486899,8.092629586201284,False
8,GENERIC,local,79.99601302486899,7.752461314134879,263503,1473048.2854039231,574,0.0,0.0,1473.048285403924,0.0,1473.048285403924,0.0010229501981971689,79.9949900746708,10.698557884942726,True
9,GENERIC,local,79.9949900746708,9.225509599538803,726575,2382569.681344527,3384,0.0,0.0,2382.5696813445275,0.0,2382.5696813445275,0.0016545622787114771,79.99333551239208,13.990648962227858,False
10,GENERIC,edge,79.99333551239208,11.60807928088333,819481,805141.727149901,222,85.55848,20.65552,161.02834542998022,0.0,267.2423454299802,2.1308053333333335e-05,79.99331420433874,12.142563971743291,True
11,GENERIC,edge,79.99331420433874,11.87532162631331,1849288,324943.9449290259,1181,167.94304,21.47936,64.98878898580517,8.881784197001252e-13,254.41118898580606,3.970727111111111e-05,79.99327449706763,12.384144004284924,False
12,GENERIC,edge,79.99327449706763,12.129732815299118,602676,1986352.4907366037,76,68.21408,20.48208,397.2704981473207,6.661338147750939e-13,485.96665814732137,1.743447111111111e-05,79.99325706259653,13.101666131593761,True
13,GENERIC,local,79.99325706259653,12.61569947344644,1324091,862275.74016497,579,0.0,0.0,862.2757401649696,0.0,862.2757401649696,0.0005988025973367847,79.99265825999919,14.34025095377638,True
14,NAV,local,79.99265825999919,13.47797521361141,548336,9654949.68581564,1052,0.0,0.0,9654.94968581564,0.0,9654.94968581564,0.0067048261707053055,79.98595343382848,32.78787458524269,True
15,GENERIC,edge,79.98595343382848,23.13292489942705,971589,5204118.726513039,263,97.72712,20.7772,1040.823745302608,0.0,1159.328065302608,2.4025715555555558e-05,79.98592940811292,25.451581030032262,True
16,GENERIC,local,79.98592940811292,24.292252964729656,2149910,5523337.816899152,465,0.0,0.0,5523.33781689915,0.0,5523.33781689915,0.003835651261735522,79.98209375685119,35.33892859852796,True
17,GENERIC,local,79.98209375685119,29.815590781628806,1348686,956601.7661507258,304,0.0,0.0,956.601766150726,0.0,956.601766150726,0.0006643067820491152,79.98142945006913,31.72879431393026,True
18,GENERIC,local,79.98142945006913,30.772192547779532,310055,12589295.751883013,3246,0.0,0.0,12589.295751883015,0.0,12589.295751883015,0.008742566494363203,79.97268688357477,55.95078405154556,True
19,GENERIC,local,79.97268688357477,43.36148829966255,1341134,3042148.195310002,130,0.0,0.0,3042.1481953099983,0.0,3042.1481953099983,0.0021126029134097236,79.97057428066135,49.445784690282544,True
20,GENERIC,edge,79.97057428066135,46.403636494972545,888290,6733269.900455078,472,91.06320000000001,20.71056,1346.6539800910155,0.0,1458.4277400910155,2.253744e-05,79.97055174322135,49.320491975154575,True
21,GENERIC,local,79.97055174322135,47.862064235063556,441585,4172238.6523190737,3613,0.0,0.0,4172.2386523190735,0.0,4172.2386523190735,0.0028973879529993565,79.96765435526835,56.2065415397017,True
22,GENERIC,local,79.96765435526835,52.03430288738263,1096932,3742794.807429637,773,0.0,0.0,3742.7948074296396,0.0,3742.7948074296396,0.0025991630607150257,79.96505519220764,59.51989250224191,True
23,NAV,local,79.96505519220764,55.77709769481227,35618,405160.75949146086,598,0.0,0.0,405.1607594914586,0.0,405.1607594914586,0.0002813616385357367,79.9647738305691,56.58741921379519,False
24,GENERIC,local,79.9647738305691,56.18225845430373,2426668,4100303.7489474663,3043,0.0,0.0,4100.303748947468,0.0,4100.303748947468,0.0028474331589912957,79.96192639741011,64.38286595219867,True
25,GENERIC,local,79.96192639741011,60.282562203251196,313696,621046.1851661655,247,0.0,0.0,621.0461851661648,0.0,621.0461851661648,0.00043128207303205936,79.96149511533707,61.524654573583526,True
26,GENERIC,edge,79.96149511533707,60.90360838841736,940678,829975.1657861704,511,95.25424000000001,20.75248,165.99503315723408,3.4416913763379853e-12,282.00175315723754,2.347344e-05,79.96147164189708,61.46761189473184,False
27,GENERIC,edge,79.96147164189708,61.1856101415746,1503926,9779698.841953043,928,140.31408000000002,21.20312,1955.9397683906086,0.0,2117.456968390609,3.353680888888889e-05,79.96143810508819,65.42052407835583,True
28,GENERIC,edge,79.96143810508819,63.30306710996521,252787,612291.652976122,41,40.22296,20.20216,122.4583305952244,0.0,182.8834505952244,1.1183120000000003e-05,79.9614269219682,63.66883401115566,True
29,GENERIC,edge,79.9614269219682,63.48595056056043,742424,16906609.96899538,713,79.39392000000001,20.59392,3381.321993799076,0.0,3481.309833799076,1.993130666666667e-05,79.96140699066153,70.44857022815857,True
30,SLAM,local,79.96140699066153,66.9672603943595,664528,5120654.460050863,348,0.0,0.0,5120.654460050858,0.0,5120.654460050858,0.0035560100417019883,79.95785098061982,77.20856931446122,True
31,GENERIC,edge,79.95785098061982,72.08791485441036,13568,5576277.469365287,223,21.085440000000002,20.08192,1115.2554938730573,0.0,1156.4228538730574,6.916977777777778e-06,79.95784406364204,74.40076056215645,True
32,GENERIC,local,79.95784406364204,73.2443377082834,1476258,1296231.405272123,36,0.0,0.0,1296.231405272124,0.0,1296.231405272124,0.0009001606981056409,79.95694390294393,75.83680051882764,True
33,GENERIC,edge,79.95694390294393,74.54056911355552,106526,15293671.211857164,1472,28.52208,20.0852,3058.734242371433,0.0,3107.3415223714333,8.56992888888889e-06,79.95693533301504,80.75525215829838,True
34,NAV,local,79.95693533301504,77.64791063592695,1261280,2208201.3605699637,321,0.0,0.0,2208.2013605699585,0.0,2208.2013605699585,0.0015334731670624746,79.95540185984798,82.06431335706687,True
35,GENERIC,local,79.95540185984798,79.8561119964969,147953,2057643.1504240872,816,0.0,0.0,2057.6431504240845,0.0,2057.6431504240845,0.0014289188544611717,79.95397294099352,83.97139829734508,True
36,NAV,local,79.95397294099352,81.91375514692099,74653,442076.07220731396,280,0.0,0.0,442.07607220731404,0.0,442.07607220731404,0.0003069972723661903,79.95366594372116,82.79790729133562,True
37,GENERIC,local,79.95366594372116,82.3558312191283,660299,2224928.6763219633,220,0.0,0.0,2224.9286763219657,0.0,2224.9286763219657,0.0015450893585569189,79.9521208543626,86.80568857177224,True
38,NAV,local,79.9521208543626,84.58075989545027,363434,457886.08462562144,65,0.0,0.0,457.88608462562763,0.0,457.88608462562763,0.00031797644765668156,79.95180287791494,85.49653206470153,True
39,GENERIC,local,79.95180287791494,85.0386459800759,570098,5141915.913215809,2470,0.0,0.0,5141.915913215811,0.0,5141.915913215811,0.0035707749397332006,79.94823210297521,95.32247780650752,True
40,NAV,local,79.94823210297521,90.18056189329171,1326308,4920469.090828081,1481,0.0,0.0,4920.469090828078,0.0,4920.469090828078,0.003416992424186167,79.94481511055102,100.02150007494787,True
41,NAV,local,79.94481511055102,95.10103098411979,348877,12864060.824002912,2319,0.0,0.0,12864.06082400292,0.0,12864.06082400292,0.008933375572224244,79.93588173497879,120.82915263212563,True
42,NAV,local,79.93588173497879,107.96509180812271,215366,943430.1384612818,402,0.0,0.0,943.4301384612809,0.0,943.4301384612809,0.0006551598183758902,79.93522657516041,109.85195208504527,True
43,GENERIC,local,79.93522657516041,108.90852194658399,492140,3317792.5901965685,2391,0.0,0.0,3317.792590196575,0.0,3317.792590196575,0.0023040226320809503,79.93292255252834,115.54410712697714,True
44,SLAM,local,79.93292255252834,112.22631453678056,1062091,1791792.0504667452,215,0.0,0.0,1791.7920504667393,0.0,1791.7920504667393,0.0012443000350463509,79.9316782524933,115.80989863771404,True
45,GENERIC,edge,79.9316782524933,114.0181065872473,2369322,3310939.20727882,2238,209.54576,21.89544,662.187841455764,0.0,893.629041455764,4.899855111111111e-05,79.93162925394219,115.80536467015882,False
46,NAV,local,79.93162925394219,114.91173562870306,3602753,252305.63464887324,2366,0.0,0.0,252.30563464887723,0.0,252.30563464887723,0.00017521224628393975,79.9314540416959,115.41634689800081,False
47,GENERIC,local,79.9314540416959,115.16404126335193,1672812,20296012.123352613,199,0.0,0.0,20296.01212335261,0.0,20296.01212335261,0.014094452863439315,79.91735958883245,155.75606551005717,True
